PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
1.1830157996360646,0.30386286615157937,0.7720568694054135,0.4307487894415028,0.6508993243603607,-0.9373330001330119,0.0469221327627818,-1.0575524875901892,11.9
0.8749418899314916,-0.0378480228775748,1.2259793711417146,-0.006888939484158503,-0.11764005341968696,-0.9749907341513085,-0.021926945948878767,-1.1451183894199786,9.4
1.3732967438653598,-0.09792905831127223,1.095188141827865,-0.02005097644432877,0.14719446189641056,-1.1507268262366932,0.33953071728734036,-1.0781562291971987,9.0
1.255503778390082,-0.06413347587981742,0.910541700443607,0.07537379151690565,0.4821322312667692,-1.2637000282915833,0.6837761108456444,-0.9792040491109042,9.2
0.78433191648897,-0.48470072391569946,1.345230197869048,-0.2339340770470956,0.240665467302092,-1.2385948722793856,0.6608264179417576,-0.9735109099826517,6.5
0.4445445160795144,-0.8076362893718232,1.8530079116757576,-0.5531134733312245,-0.17735764020665012,-1.2385948722793856,0.6378767250378706,-0.9843549845126562,4.7
0.3901785320140015,-1.0329401722481886,2.3338580194472627,-0.7505440277337785,-0.738183672640739,-1.2260422942732865,0.5001785676145487,-1.0507749410089364,3.6
0.16818409707982382,-1.100531337111098,2.2992368116877144,-0.7505440277337785,-0.7459729230912124,-1.30135776230988,0.6837761108456444,-1.0239358565471741,3.3
-0.022096847149471358,-1.337100414131282,2.7839337203213916,-0.9381030544162048,-1.031578772941906,-1.30135776230988,0.6665638411677294,-1.0385753571626808,2.3
-0.4026587356080617,-1.517343520432374,3.2686306289550693,-1.07301393325795,-1.3405523741440195,-1.3515680743342755,0.695250957297588,-1.0740897012484467,1.7
-0.39812823693593563,-1.645015720728981,3.70331912638051,-1.1980532843795675,-1.4859517158861908,-1.3766732303464735,0.712463226975503,-1.088186998137453,1.3
-0.14895080996900148,-1.7013416914480726,4.0879992125977145,-1.247410922980206,-1.5456693026731538,-1.2637000282915833,0.46575402825871864,-1.115026082599215,1.1
-0.21237779137876653,-1.5473840381492228,3.3955750574067465,-1.119081062618546,-1.4158484618319296,-1.3264629183220777,0.5747650695521815,-1.118550406821467,1.6
0.20442808645683241,-1.1193066606841287,2.4415684435880802,-0.7308009722935231,-0.7459729230912124,-1.3641206523403746,0.6608264179417576,-1.101199887573459,3.2
1.0606923354886606,-0.2443765821809097,1.079800938379177,-0.14509032756594628,0.21989413276749614,-1.288805184303781,0.5346031069703793,-1.10363980434271,8.0
1.14224131158693,-0.01907269930454435,0.8605332892353705,0.07208328227686309,0.02775928832248422,-1.3264629183220777,0.7182006502014748,-1.0269179770429255,9.5
0.6076424682760532,-0.5184963063471543,1.3952386090772844,-0.3787164836089685,-0.4084387369040293,-1.288805184303781,0.5919773392300965,-1.0646011360346925,6.3
0.36299553998124506,-0.7625755127965501,1.8183867039162092,-0.655119259772544,-0.899161515283857,-1.3264629183220777,0.5632902231002379,-1.118821508684717,5.0
0.6212339642924314,-0.717514736221277,1.714523080637564,-0.526789399410884,-0.9173364330016285,-1.4519886983830668,1.073920890211722,-0.9564314925978937,5.2
